0,0,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,500,500,0,0,0,0,0,0,500,0,0,500,500,0,500,500,0,500,0,0,0,500,0,0,500,0,500,500,500,500,500,500,500,0,500,500,500,500,500,500,0,0,0,500,0,500,500,500,0,500,0,0,500,500,0,0,0,500,0,0,500,500,500,500,500,0,0,0,500,0,500,500,500,500,0,500,0,0,500,500,500,0,0,0,0,0,0,0,500,0,0,0,500,500,500,0,0,0,0,0,500
0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,0,500,0,500,500,0,500,0,500,0,0,500,500,500,0,500,500,500,500,500,500,0,0,500,0,500,0,500,500,500,0,500,500,0,0,500,0,500,0,500,0,500,500,0,0,0,0,0,500,0,500,0,500,0,500,0,0,0,500,0,500,500,500,500,500,0,500,500,500,500,500,500,500,0,500,500,0,0,0,0,500,0,0,500,500,0,0,500,500,0,0,0,500,500,500,0,0,0,500,500
0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,500,0,500,0,0,500,500,0,0,0,500,0,0,500,500,0,0,500,0,500,0,0,0,500,500,0,500,500,500,500,0,500,0,0,500,0,500,500,500,0,0,500,500,500,500,0,500,0,500,500,500,500,500,0,0,0,500,500,500,500,0,0,500,0,0,0,500,500,0,500,500,0,500,0,500,0,500,500,0,500,500,0,500,500,0,500,500,0,500,0,0,0,0,500,0,0,500,500,500,500,500,0,500
0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,500,500,500,0,500,500,500,0,500,0,0,0,0,0,500,0,0,500,500,500,500,500,0,500,0,0,500,0,500,500,500,0,0,500,0,0,0,500,0,500,500,0,500,0,500,0,500,500,500,0,500,0,500,0,500,0,0,500,0,0,500,500,0,500,500,500,500,500,500,500,500,0,500,0,0,0,0,0,0,0,0,0,0,500,0,0,500,500,0,500,500,500,0,0,500,0,0,500,500,500,500,0
0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,0,0,500,0,0,500,500,0,500,500,500,500,0,0,0,0,0,0,500,0,500,500,500,500,500,0,500,500,500,0,0,500,0,500,500,500,0,500,0,500,0,0,0,500,0,0,500,500,0,0,500,0,0,0,500,0,0,0,0,0,0,0,0,500,0,0,0,0,500,0,0,0,500,500,500,0,0,500,0,0,500,500,0,500,500,0,0,0,0,0,0,500,0,500,500,500,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,0,0,500,0,0,500,500,500,500,500,0,500,500,500,0,500,0,500,0,0,500,500,0,500,0,0,500,500,500,500,0,0,0,0,500,500,0,0,0,0,0,0,500,500,0,0,500,500,0,500,500,0,500,0,0,0,500,0,500,500,500,500,0,0,0,500,500,500,0,0,0,0,0,0,0,0,500,0,0,0,0,500,0,500,0,500,0,0,500,500,500,500,500,500,0,0,0,0,500,500,500,0
0,0,0,0,0,0,0,0,0,0,0,0,500,500,500,0,500,500,0,500,0,500,0,0,0,0,500,0,500,0,500,500,500,0,500,500,0,500,500,500,0,500,500,0,500,500,0,500,500,0,500,500,0,500,0,500,500,0,500,500,0,0,0,0,0,0,0,500,500,0,500,500,0,0,500,500,0,0,500,0,0,0,0,0,500,500,0,500,0,500,0,500,500,0,500,500,500,0,500,500,500,0,500,0,500,0,500,0,0,500,0,500,0,500,500,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,500,500,500,0,0,0,500,500,0,0,500,0,500,0,500,0,500,500,0,500,0,500,0,0,500,500,500,500,500,0,0,0,0,0,500,0,0,0,500,500,500,0,0,500,500,500,500,500,500,500,500,0,0,0,500,500,500,500,0,0,0,0,500,0,500,0,500,0,0,500,0,0,500,500,500,500,0,500,500,0,0,0,0,0,500,0,0,500,0,0,0,0,500,0,0,0,500,0,500,0,0,500
